name,price,url,source,rating,reviews,weight_g,original_currency,original_value,standardized_price_inr,price_inr,cleaned_name,price_per_gram,dedup_hash,popularity_score,popularity_rank
EAT BETTER CO Anmol Rakhi Gift Hamper - 7 Items Combo Pack - Chocolate Coated Almonds & Cashews - Four packets of Dry Frui...,599.0,https://www.amazon.in/dp/B0C61CNDD6,amazon,4.3,,,INR,599.0,599.0,599.0,EAT BETTER CO Anmol Rakhi Gift Hamper - 7 Items Combo Pack - Chocolate Coated Almonds & Cashews - Four packets of Dry Frui...,,163456f568f0638a676abfb342ee59ff,7.18,61
"Urban Festivities Rakhi Gift Combo for Brother | 3 Rakhis with 100g Cashews, 100g Almonds & 3 Chocolates | Raksha Bandhan ...",499.0,https://www.amazon.in/dp/B0DBJ2YKK2,amazon,3.5,,100.0,INR,499.0,499.0,499.0,"Urban Festivities Rakhi Gift Combo for Brother | 3 Rakhis with 100g Cashews, 100g Almonds & 3 Chocolates | Raksha Bandhan ...",4.99,bbfe6eeccf997a8044e596b2687b378a,7.01,62
"SMOOR Assorted Chocolate Thins, Premium Gift Pack of 25, Gourmet Selection | Perfect for Wedding, Birthday, Anniversary, G...",601.0,https://www.amazon.in/dp/B0FMY4GLYG,amazon,4.2,,,INR,601.0,601.0,601.0,"SMOOR Assorted Chocolate Thins, Premium Gift Pack of 25, Gourmet Selection | Perfect for Wedding, Birthday, Anniversary, G...",,19190eeefafef54b57017114405000c6,6.99,63
"Astonished Retail Astonished Dairy Milk Silk Flavored Chocolates with Handmade Basket | Chocolate Gift Hamper for Diwali, ...",619.0,https://www.amazon.in/dp/B08L1S39MF,amazon,4.3,,,INR,619.0,619.0,619.0,"Astonished Retail Astonished Dairy Milk Silk Flavored Chocolates with Handmade Basket | Chocolate Gift Hamper for Diwali, ...",,a7724ccddbff0ff484073bbd821cf448,6.95,64
"SMOOR Premium Celebration Box of 20 | Chocolates Gift Pack Gifting best for Wedding, Birthday, Anniversary, Gifting & Snac...",616.0,https://www.amazon.in/dp/B08QPWK7LV,amazon,4.2,,,INR,616.0,616.0,616.0,"SMOOR Premium Celebration Box of 20 | Chocolates Gift Pack Gifting best for Wedding, Birthday, Anniversary, Gifting & Snac...",,9dcf9e6020c9c3d137292720fb06e0d8,6.82,65
Food Essential Chocolate Gift Hamper Basket for Family/Friend/Corporate/Wedding/Diwali/Christmas/New Year/Bhai Dooj/Rakhi...,654.0,https://www.amazon.in/dp/B0CNRXL7SW,amazon,3.7,,,INR,654.0,654.0,654.0,Food Essential Chocolate Gift Hamper Basket for Family/Friend/Corporate/Wedding/Diwali/Christmas/New Year/Bhai Dooj/Rakhi...,,2bc10f92e7d04a4ad0d726ad8380bde5,5.66,66
TABS Dark Chocolate For Men & Women I Chocolate Gift Box For Husband & wife I Valentine Gift Set For Boyfriend & Girlfrien...,615.0,https://www.amazon.in/dp/B0DYF554X6,amazon,3.4,,,INR,615.0,615.0,615.0,TABS Dark Chocolate For Men & Women I Chocolate Gift Box For Husband & wife I Valentine Gift Set For Boyfriend & Girlfrien...,,d3c5f205306a46d07f4d3802bcfb7756,5.53,67
WINNI - Luxury 24 Pcs Truffle Chocolates Gift Pack | Belgian Dark Chocolates Gift | Handmade Celebration Chocolate Gift Bo...,899.0,https://www.amazon.in/dp/B0GSQCF6G1,amazon,4.7,,,INR,899.0,899.0,899.0,WINNI - Luxury 24 Pcs Truffle Chocolates Gift Pack | Belgian Dark Chocolates Gift | Handmade Celebration Chocolate Gift Bo...,,bc03950d1164bbbdb5edb85fc02d4f0d,5.23,68
Lindt Lindor Assorted Chocolate Truffle Gift Box 200-Gm,794.0,https://www.amazon.in/dp/B07WZLKRV1,amazon,4.1,,,INR,794.0,794.0,794.0,Lindt Lindor Assorted Chocolate Truffle Gift Box 200-Gm,,a6f359e18843e906f7cf6c120595639d,5.16,69
WINNI - Luxury 24 Pcs Hazelnut Chocolates Gift Pack | Belgian Dark Chocolates Gift Box | Handmade Celebration Chocolate Gi...,999.0,https://www.amazon.in/dp/B0GVHX67FX,amazon,5.0,,,INR,999.0,999.0,999.0,WINNI - Luxury 24 Pcs Hazelnut Chocolates Gift Pack | Belgian Dark Chocolates Gift Box | Handmade Celebration Chocolate Gi...,,b4c17eef978937aae07c135dea8727fd,5.01,70
WINNI - Premium 24 Pcs Hazelnut Chocolates Gift Pack | Belgian Dark Chocolates Gift | Handmade Celebration Chocolate Gift ...,999.0,https://www.amazon.in/dp/B0GPH2RS7C,amazon,5.0,,,INR,999.0,999.0,999.0,WINNI - Premium 24 Pcs Hazelnut Chocolates Gift Pack | Belgian Dark Chocolates Gift | Handmade Celebration Chocolate Gift ...,,8d672275f39542a559127886fb955cce,5.01,71
Loyka Almond Brittle Assorted Choco Box - 28 Pcs| Premium Chocolate Gift Hamper | Chocolate & Nut Dryfruit Delicacy | Roas...,899.0,https://www.amazon.in/dp/B0B4STXRCT,amazon,4.3,,,INR,899.0,899.0,899.0,Loyka Almond Brittle Assorted Choco Box - 28 Pcs| Premium Chocolate Gift Hamper | Chocolate & Nut Dryfruit Delicacy | Roas...,,bd68d6d8d33fdb70da27ecac35b75396,4.78,72
ZOROY Luxury Chocolate Truffle Signature Gold Gift Box With Pack Of 20 Assorted Milk & Dark Chocolates - 240 Gms For Celeb...,799.0,https://www.amazon.in/dp/B0154EHCAC,amazon,3.8,,,INR,799.0,799.0,799.0,ZOROY Luxury Chocolate Truffle Signature Gold Gift Box With Pack Of 20 Assorted Milk & Dark Chocolates - 240 Gms For Celeb...,,39e4dea93b0bf30b288682223092f8e9,4.76,73
WINNI - Super Premium 24 Pcs Truffle Chocolates Gift Pack | Belgian Dark Chocolates Gift | Handmade Celebration Chocolate ...,899.0,https://www.amazon.in/dp/B0GPPNDTVT,amazon,4.2,,,INR,899.0,899.0,899.0,WINNI - Premium 24 Pcs Truffle Chocolates Gift Pack | Belgian Dark Chocolates Gift | Handmade Celebration Chocolate ...,,e0bcb9814258e8293589514a56cde9b6,4.67,74
WINNI - Premium 24 Pcs Truffle Chocolates Gift Pack | Belgian Dark Chocolates Gift | Handmade Celebration Chocolate Gift B...,899.0,https://www.amazon.in/dp/B0GNM3B5YZ,amazon,4.2,,,INR,899.0,899.0,899.0,WINNI - Premium 24 Pcs Truffle Chocolates Gift Pack | Belgian Dark Chocolates Gift | Handmade Celebration Chocolate Gift B...,,d3a9da3df2ebd3f0782a4ff810231b23,4.67,75
"Loyka Peach Gift Box | Assorted Premium Chocolate Hamper | Gift for Birthdays, Anniversary, Wedding | Almond Brittle Gold,...",899.0,https://www.amazon.in/dp/B0B5P21QV6,amazon,4.1,,,INR,899.0,899.0,899.0,"Loyka Peach Gift Box | Assorted Premium Chocolate Hamper | Gift for Birthdays, Anniversary, Wedding | Almond Brittle Gold,...",,5ac928f1434f175b0601941c37fa18f2,4.56,76
"SMOOR Luxury Couverture Chocolate Box | Premium Chocolate Gift box for Wedding, Festive, Birthday, Anniversary, Gifting & ...",749.0,https://www.amazon.in/dp/B0BSXGXB5J,amazon,3.4,,,INR,749.0,749.0,749.0,"SMOOR Luxury Couverture Chocolate Box | Premium Chocolate Gift box for Wedding, Festive, Birthday, Anniversary, Gifting & ...",,88d258a20d8f1d86835c4b40db09bcfd,4.54,77
Chokola Sweet Memories of India Festive Stories Chocolate Hamper -190G |4 Assorted Flavours Chocolate|Luxury Gourmet Choco...,1910.0,https://www.amazon.in/dp/B0BLCK8FLK,amazon,4.0,,190.0,INR,1910.0,1910.0,1910.0,Chokola Sweet Memories of India Festive Stories Chocolate Hamper -190G |4 Assorted Flavours Chocolate|Luxury Gourmet Choco...,10.05,ce4e7f19b5e31b34b88a784e47e9bb6f,3.98,78
"Lindt Swiss Luxury Selection Assorted Chocolates, Chocolate Gift Box, Great for gift giving, 193g oz Gift Box",2299.0,https://www.amazon.in/dp/B0CVV2W5FM,amazon,4.3,,193.0,INR,2299.0,2299.0,2299.0,"Lindt Swiss Luxury Selection Assorted Chocolates, Chocolate Gift Box, Great for gift giving, 193g oz Gift Box",11.91,d7875bc7a0f5203e90e291f8a7809f2a,3.61,79
"Bakingo Premium Gift Hamper of Wheat Crackers, Almond Rocks, Jeera Cookies, French Hearts, Chocolate Barks, Candle For Bir...",1439.0,https://www.amazon.in/dp/B0FVX7WSWM,amazon,5.0,,,INR,1439.0,1439.0,1439.0,"Bakingo Premium Gift Hamper of Wheat Crackers, Almond Rocks, Jeera Cookies, French Hearts, Chocolate Barks, Candle For Bir...",,475eaa1fd9e192078f3b3bd9b1aa619d,3.47,80
"Chokola Sweet Memories of India Chocolate Hamper -160G|4 Assorted Flavours Chocolate- Fennel, Chilli, Coconut & Mochca|Lux...",1910.0,https://www.amazon.in/dp/B07SLS7P95,amazon,4.1,,160.0,INR,1910.0,1910.0,1910.0,"Chokola Sweet Memories of India Chocolate Hamper -160G|4 Assorted Flavours Chocolate- Fennel, Chilli, Coconut & Mochca|Lux...",11.94,49e546cdcab306c0db8b14a4fc85b06b,3.43,81
"Ferrero Collection T24 Chocolate, Imported Chocolates, Ideal For Gifting, Birthday Gift, Croquante Nut, Chocolate Collecti...",1523.0,https://www.amazon.in/dp/B089NRMFML,amazon,4.2,,,INR,1523.0,1523.0,1523.0,"Ferrero Collection T24 Chocolate, Imported Chocolates, Ideal For Gifting, Birthday Gift, Croquante Nut, Chocolate Collecti...",,d89420170a492b14f184c9138d89fc95,2.76,82
Lindt Swiss Premium Assorted Napolitans Dark Chocolate Finest Collection Of Swiss Chocolate Gift Box individually wrapped ...,1760.0,https://www.amazon.in/dp/B09W1F9MKM,amazon,4.4,,,INR,1760.0,1760.0,1760.0,Lindt Swiss Premium Assorted Napolitans Dark Chocolate Finest Collection Of Swiss Chocolate Gift Box individually wrapped ...,,3ad389c061ad9fd00441f2cfeed710e5,2.5,83
"Lindt Swiss Luxury Selection Assorted Chocolates, Chocolate Gift Box, Great for gift giving, 5.1 oz Gift Box",1899.0,https://www.amazon.in/dp/B0CRSV697Q,amazon,4.1,,,INR,1899.0,1899.0,1899.0,"Lindt Swiss Luxury Selection Assorted Chocolates, Chocolate Gift Box, Great for gift giving, 5.1 oz Gift Box",,c4fb80c525d850374813e7e668afe7ef,2.16,84
"FlowerAura Love Hamper of Fresh Live 4 Mix Flowers with 19 Mix Chocolates in Basket for Birthday, Valentine's Day Gift for...",2349.0,https://www.amazon.in/dp/B0DV338Q9F,amazon,4.2,,,INR,2349.0,2349.0,2349.0,"FlowerAura Love Hamper of Fresh Live 4 Mix Flowers with 19 Mix Chocolates in Basket for Birthday, Valentine's Day Gift for...",,09ec051a4a70ecf5426292ad1aca7ec0,1.79,85
"THE GIFT STUDIO.COM Chocolate Bliss Hamper | Lindt, Brittles & More | Gourmet Sweet Treats Gift Box for Chocolate Lovers",2999.0,https://www.amazon.in/dp/B0FLDPFYC7,amazon,4.0,,,INR,2999.0,2999.0,2999.0,"THE GIFT STUDIO.COM Chocolate Bliss Hamper | Lindt, Brittles & More | Gourmet Sweet Treats Gift Box for Chocolate Lovers",,95b2862cf392dfc3e53ea9d1a07db0b6,1.33,86
Butterfly Chocolate Gift Hamper For | Birthday | Rakhi| Diwali | Cadbury dairymilk 13.2gm × 18 | purple tissue flower x 20...,625.0,https://www.amazon.in/dp/B0CMQ75Q1Y,amazon,2.6,,13.2,INR,625.0,625.0,625.0,Butterfly Chocolate Gift Hamper For | Birthday | Rakhi| Diwali | Cadbury dairymilk 13.2gm × 18 | purple tissue flower x 20...,47.35,98d3e22c92ab8c4c8d326eef223802a9,0.55,87
Butterfly Chocolate Gift Hamper For | Birthday | Cadbury dairymilk 13.2gm × 14 Cadbury five star 19.5gm × 14 Kitkat 20.5 g...,949.0,https://www.amazon.in/dp/B0BY999T3K,amazon,2.2,,20.5,INR,949.0,949.0,949.0,Butterfly Chocolate Gift Hamper For | Birthday | Cadbury dairymilk 13.2gm × 14 Cadbury five star 19.5gm × 14 Kitkat 20.5 g...,46.29,952bc6b6a6bd1be97a8d4cd41cc98c78,0.48,88
Gift Box of 15 Chocolate Creminos,1600.0,https://entisi.com/collections/all/products/gift-box-of-15-chocolate-creminos,entisi,,,195.0,INR,1600.0,1600.0,1600.0,Gift Box of 15 Chocolate Creminos,8.21,a0358c9c6450088dd0d40c845a9c804a,0.0,89
Gourmet Chocolate Gift Hamper - 15 Items Luxurious Assorted Chocolate Gift Box | Premium Festive Chocolate Hamper | Valent...,5890.0,https://www.amazon.in/dp/B0FT3S5PXF,amazon,,,,INR,5890.0,5890.0,5890.0,Gourmet Chocolate Gift Hamper - 15 Items Luxurious Assorted Chocolate Gift Box | Premium Festive Chocolate Hamper | Valent...,,70d6c8a91f83bd05feeaccdcf8de8f3b,0.0,90
The Chocolate Treat Hamper,618.0,https://adlersden.com/product/the-chocolate-treat-hamper/,adlers,,,,INR,618.0,618.0,618.0,The Chocolate Treat Hamper,,feb5ceffe74a5c88f9b85047ed331f63,0.0,91
Ultimate Chocolate Indulgence Hamper,1285.0,https://adlersden.com/product/ultimate-chocolate-indulgence-hamper/,adlers,,,,INR,1285.0,1285.0,1285.0,Ultimate Chocolate Indulgence Hamper,,b5ee43888af2dd63522cd6e067a90bf0,0.0,92
The Chocolate Bliss Box (8×8),1428.0,https://adlersden.com/product/the-chocolate-bliss-box/,adlers,,,,INR,1428.0,1428.0,1428.0,The Chocolate Bliss Box (8×8),,73efa61f97e74a491e8de47501c50c87,0.0,93
Chocolate Gold Coins Gift Bag,332.0,https://adlersden.com/product/chocolate-gold-coins-gift-bag/,adlers,,,,INR,332.0,332.0,332.0,Chocolate Gold Coins Gift Bag,,fd64d3125e4e8327758e388350fb7b84,0.0,94
Elegant Shimmery Gift Box of Chocolate Crackers,1071.0,https://adlersden.com/product/elegant-shimmery-gift-box-of-chocolate-crackers/,adlers,,,,INR,1071.0,1071.0,1071.0,Elegant Shimmery Gift Box of Chocolate Crackers,,17af80baf1c5f305077eb5982acc4eee,0.0,95
CHOCOINDIANART Graceful Happy Birthday Day 06pcs Delicious Chocolate Gift | Truffles,382.0,https://www.flipkart.com/chocoindianart-graceful-happy-birthday-day-06pcs-delicious-chocolate-gift-truffles/p/itma869aafaa4fde,flipkart,,,,INR,382.0,382.0,382.0,CHOCOINDIANART Graceful Happy Birthday Day 06pcs Delicious Chocolate Gift | Truffles,,ff844c71b4fc20b40402ca623dca9edf,0.0,96
Chocolate Royal Hamper,5990.0,https://entisi.com/collections/all/products/chocolate-royal-hamper,entisi,,,1000.0,INR,5990.0,5990.0,5990.0,Chocolate Royal Hamper,5.99,907378c9ca68613815415c2c3a9b690c,0.0,97
Artisan Chocolates Gift Box,1190.0,https://adlersden.com/product/artisan-chocolates-gift-box/,adlers,,,,INR,1190.0,1190.0,1190.0,Artisan Chocolates Gift Box,,fe5b17890834f0a58f79de09153d7a9e,0.0,98
Artisan Chocolate Modak Prasad Box with 21 Modaks,618.0,https://adlersden.com/product/artisan-chocolate-modak-box-with-21-modaks/,adlers,,,,INR,618.0,618.0,618.0,Artisan Chocolate Modak Prasad Box with 21 Modaks,,ba3c2fababf05390b5ce23f34e6914f7,0.0,99
Scrumptious Prasad Box of Nutty Chocolate Modaks,570.0,https://adlersden.com/product/scrumptious-box-of-nutty-chocolate-modaks/,adlers,,,,INR,570.0,570.0,570.0,Scrumptious Prasad Box of Nutty Chocolate Modaks,,1dcc5db61e86864b0f8b190bc66b8b8c,0.0,100
Delectable Assortment Prasad Box of Chocolate Modaks,618.0,https://adlersden.com/product/delectable-assortment-box-of-chocolate-modaks/,adlers,,,,INR,618.0,618.0,618.0,Delectable Assortment Prasad Box of Chocolate Modaks,,a86af646c2b942d1c2638c82f304efe2,0.0,101
Diwali Artisan Chocolates Gift Box,1332.0,https://adlersden.com/product/diwali-artisan-chocolates-gift-box/,adlers,,,,INR,1332.0,1332.0,1332.0,Diwali Artisan Chocolates Gift Box,,6d1114c78669d3692f6bb2a1475f00b4,0.0,102
Sinful Chocolate Gift Box,1332.0,https://adlersden.com/product/diwali-sinful-chocolate-gift-box/,adlers,,,,INR,1332.0,1332.0,1332.0,Sinful Chocolate Gift Box,,a7d5eaa60d78fcdb7dea4585e0b936f1,0.0,103
Christmas Chocolate Crayons Gift Box,666.0,https://adlersden.com/product/christmas-chocolate-crayons-gift-box/,adlers,,,,INR,666.0,666.0,666.0,Christmas Chocolate Crayons Gift Box,,cc0189a3221f6e3998727990f024cc92,0.0,104
Christmas Tree Chocolate Box,132.0,https://adlersden.com/product/christmas-tree-chocolate-box/,adlers,,,,INR,132.0,132.0,132.0,Christmas Tree Chocolate Box,,7de5ee782dc1d630b3d0ec459693428a,0.0,105
Christmas Happiness Chocolate Gift Box,332.0,https://adlersden.com/product/christmas-happiness-chocolate-gift-box/,adlers,,,,INR,332.0,332.0,332.0,Christmas Happiness Chocolate Gift Box,,a26e140f1a016f06e52911933592f538,0.0,106
Chokola Almond Praline Dessert Squares 90g – Almond Sponge Cake Enrobed in Dark Chocolate | Gourmet Chocolate Hamper | Pre...,327.0,https://www.amazon.in/dp/B0GTMM1LTK,amazon,,,90.0,INR,327.0,327.0,327.0,Chokola Almond Praline Dessert Squares 90g – Almond Sponge Cake Enrobed in Dark Chocolate | Gourmet Chocolate Hamper | Pre...,3.63,c1455cf50b36bc40354e118710ea6d7f,0.0,107
"Gourmet Chocolate Box | M&M Chocolates, Premium Gourmet Chocolates & Sweet Treats in Cane Basket | Valentine's, Corporate...",2945.0,https://www.amazon.in/dp/B0CKDWSFQN,amazon,,,,INR,2945.0,2945.0,2945.0,"Gourmet Chocolate Box | M&M Chocolates, Premium Gourmet Chocolates & Sweet Treats in Cane Basket | Valentine's, Corporate...",,dbf68a543e3ef29b54d93649e75b4bbc,0.0,108
"Bilzen Assorted Gourmet Dates Kunafa Chocolates Gift Box | 9 Piece, Pack of 1 (Assorted Chocolate)",399.0,https://www.amazon.in/dp/B0GNHQGNHS,amazon,,,,INR,399.0,399.0,399.0,"Bilzen Assorted Gourmet Dates Kunafa Chocolates Gift Box | 9 Piece, Pack of 1 (Assorted Chocolate)",,541950f703236511e591ca3bda598743,0.0,109
Zoroy Luxury Chocolate Box of 5 Love Fudges,448.0,https://www.flipkart.com/zoroy-luxury-chocolate-box-5-love-fudges/p/itmf5dz7b7tzsdtu,flipkart,,,,INR,448.0,448.0,448.0,Zoroy Luxury Chocolate Box of 5 Love Fudges,,3df13c96b808e33031b7b0cd9a699d23,0.0,110
"FlowerAura Festival Gift Hamper of Set of 4 Assorted Flavor Chocolate Packs In Box For Diwali Gift, Corporate Gift, Bhaido...",899.0,https://www.amazon.in/dp/B0DKNWTYSD,amazon,,,,INR,899.0,899.0,899.0,"FlowerAura Festival Gift Hamper of Set of 4 Assorted Flavor Chocolate Packs In Box For Diwali Gift, Corporate Gift, Bhaido...",,2b1f88ecaf144c26637b604b32b27bf5,0.0,111
Assorted Chocolates Gift Basket with Decorative Net Basket | Chocolate Gift Hamper,259.0,https://www.amazon.in/dp/B0GCFFBW3G,amazon,,,,INR,259.0,259.0,259.0,Assorted Chocolates Gift Basket with Decorative Net Basket | Chocolate Gift Hamper,,cb38c1ae8f860affd9761220f7dff6b1,0.0,112
"BREAK The Chocolate Chocolate Gift Hamper To Gift Someone Special in Happy Birthday, Anniversary, Thanks giving, Father's ...",299.0,https://www.amazon.in/dp/B0GDQRH5Z7,amazon,,,,INR,299.0,299.0,299.0,"BREAK The Chocolate Chocolate Gift Hamper To Gift Someone in Happy Birthday, Anniversary, Thanks giving, Father's ...",,986a8b0424086213dfb75de8c253d2a8,0.0,113
"SMOOR Assorted Chocolate Thins, Gourmet Collection, Pack of 10 | Giftings for Celebrations, Festive, Premium Chocolates, W...",199.0,https://www.amazon.in/dp/B0FMY86CXL,amazon,,,,INR,199.0,199.0,199.0,"SMOOR Assorted Chocolate Thins, Gourmet Collection, Pack of 10 | Giftings for Celebrations, Festive, Premium Chocolates, W...",,d3545208c88b703e4063f37f9a98c69f,0.0,114
Luxury Chocolate Gift Basket for Festive & Special Occasions | Chocolate Gift Hamper,279.0,https://www.amazon.in/dp/B0GCFK5JX9,amazon,,,,INR,279.0,279.0,279.0,Luxury Chocolate Gift Basket for Festive & Occasions | Chocolate Gift Hamper,,9d713f110b8e2a6d8eb11cc2fa9b126b,0.0,115
Luxury Chocolate Gift Basket | Chocolate Gift Hamper,239.0,https://www.amazon.in/dp/B0GCFHT1VJ,amazon,,,,INR,239.0,239.0,239.0,Luxury Chocolate Gift Basket | Chocolate Gift Hamper,,f257ac62d5cbb43a83e641841517b582,0.0,116
Luxury Chocolate Gift Hamper for Family & Friends | Chocolate Gift Hamper,279.0,https://www.amazon.in/dp/B0GCFJT84D,amazon,,,,INR,279.0,279.0,279.0,Luxury Chocolate Gift Hamper for Family & Friends | Chocolate Gift Hamper,,c0a147138a279d23085ab3bcab1ab742,0.0,117
"Choco Palace Chocostick Variety Pack | Assorted Premium Wafer Chocolate Bites – Almond, Saffron, Orange, Caramel, Mango & ...",1499.0,https://www.amazon.in/dp/B0FY3ND7LN,amazon,,,,INR,1499.0,1499.0,1499.0,"Choco Palace Chocostick Variety Pack | Assorted Premium Wafer Chocolate Bites – Almond, Saffron, Orange, Caramel, Mango & ...",,23b763f001993d0547b21b7d3a6746bc,0.0,118
"Lindt Lindor Milk Chocolate Gift Pack 75g, By COUGAR – Passionnement Fondant Lait Truffles with Smooth Melting Center – Pr...",599.0,https://www.amazon.in/dp/B0GQHDLG7D,amazon,,,75.0,INR,599.0,599.0,599.0,"Lindt Lindor Milk Chocolate Gift Pack 75g, By COUGAR – Passionnement Fondant Lait Truffles with Smooth Melting Center – Pr...",7.99,67e16d0761af303b25ed97cd021cbebd,0.0,119
CAFORA Gourmet Chocolate Box Assorted Cocoa Treats No Added Preservatives Or Essence Handcrafted Artisan Chocolate Collect...,699.0,https://www.amazon.in/dp/B0GVNWTJRZ,amazon,,,,INR,699.0,699.0,699.0,CAFORA Gourmet Chocolate Box Assorted Cocoa Treats No Added Preservatives Or Essence Handcrafted Artisan Chocolate Collect...,,46082c5b2add132a4d8e4a11fb6793ca,0.0,120
"Butterfly Chocolate Gift Hamper with Dairy Milk Bars and Love Heart Chocolates, Valentine's Day Special, 8 Pieces",299.0,https://www.amazon.in/dp/B0GLZXWNB1,amazon,,,,INR,299.0,299.0,299.0,"Butterfly Chocolate Gift Hamper with Dairy Milk Bars and Love Heart Chocolates, Valentine's Day , 8 Pieces",,f8a37e321115ed714d2169ca75c05601,0.0,121
Luxury Chocolate Gift Hamper for Birthday & Anniversary | Chocolate Gift Hamper,239.0,https://www.amazon.in/dp/B0GCDJSSY2,amazon,,,,INR,239.0,239.0,239.0,Luxury Chocolate Gift Hamper for Birthday & Anniversary | Chocolate Gift Hamper,,4b288564bbeaaf33f4fab571dc206d43,0.0,122
"Gourmet Chocolate Gift Hamper Basket - 8 Items Luxury Assorted Chocolates & Snacks | Premium Chocolate Basket | Birthday, ...",5394.0,https://www.amazon.in/dp/B0FT3R1KZY,amazon,,,,INR,5394.0,5394.0,5394.0,"Gourmet Chocolate Gift Hamper Basket - 8 Items Luxury Assorted Chocolates & Snacks | Premium Chocolate Basket | Birthday, ...",,cf66f04cb8f35f71f4881362d5cc889a,0.0,123
Chocoloony Chocolate Gift Box for All Occasion| Truffles,253.0,https://www.flipkart.com/chocoloony-chocolate-gift-box-all-occasion-truffles/p/itm60d6363ffdcf3,flipkart,,,,INR,253.0,253.0,253.0,Chocoloony Chocolate Gift Box for All Occasion| Truffles,,56ce8a8433f7b2a82947f07badd68dff,0.0,124
redbakers.in Sweetheart 12Chocolate Gift Box Truffles,270.0,https://www.flipkart.com/redbakers-in-sweetheart-12chocolate-gift-box-truffles/p/itm9e7ad27b9f310,flipkart,,,,INR,270.0,270.0,270.0,redbakers.in Sweetheart 12Chocolate Gift Box Truffles,,65d138a348c0750919ba75b5d54ebcbc,0.0,125
redbakers.in Happy Birthday My Love RoseRed 12Chocolate Gift Box Truffles,260.0,https://www.flipkart.com/redbakers-in-happy-birthday-my-love-rosered-12chocolate-gift-box-truffles/p/itm6265c8f88128c,flipkart,,,,INR,260.0,260.0,260.0,redbakers.in Happy Birthday My Love RoseRed 12Chocolate Gift Box Truffles,,534044885cb24fe60b86e0e631fbe4d1,0.0,126
Chocoloony Chocolate Gift Box for All Occasion Truffles,235.0,https://www.flipkart.com/chocoloony-chocolate-gift-box-all-occasion-truffles/p/itma1a832f4fea00,flipkart,,,,INR,235.0,235.0,235.0,Chocoloony Chocolate Gift Box for All Occasion Truffles,,66aa785da7f7ffc2c074aa449294887d,0.0,127
redbakers.in Happy Birthday Assorted 24Chocolate Gift Box Truffles,423.0,https://www.flipkart.com/redbakers-in-happy-birthday-assorted-24chocolate-gift-box-truffles/p/itm9c60a2798b9f7,flipkart,,,,INR,423.0,423.0,423.0,redbakers.in Happy Birthday Assorted 24Chocolate Gift Box Truffles,,cce44866abe23ec6a668018be5343550,0.0,128
creativechocolate Happy Birthday Tasty Delicious Special Chocolate Gift Box Truffles Truffles,205.0,https://www.flipkart.com/creativechocolate-happy-birthday-tasty-delicious-special-chocolate-gift-box-truffles/p/itm129318109bacc,flipkart,,,,INR,205.0,205.0,205.0,creativechocolate Happy Birthday Tasty Delicious Chocolate Gift Box Truffles Truffles,,39e3ec72ec9a15b0f2bae3f78f5db614,0.0,129
redbakers.in Happy Birthday Dark 12Chocolate Gift Box Truffles,259.0,https://www.flipkart.com/redbakers-in-happy-birthday-dark-12chocolate-gift-box-truffles/p/itmde056f3b0f766,flipkart,,,,INR,259.0,259.0,259.0,redbakers.in Happy Birthday Dark 12Chocolate Gift Box Truffles,,45d813cf9d6bb84d7f1f0bebec63181b,0.0,130
Midiron Sweet Love: A Premium Chocolate Gift Box for Her-56 Fudges,330.0,https://www.flipkart.com/midiron-sweet-love-premium-chocolate-gift-box-her-56-fudges/p/itm4446be3b48d6d,flipkart,,,,INR,330.0,330.0,330.0,Midiron Sweet Love: A Premium Chocolate Gift Box for Her-56 Fudges,,72fa7a48e4af8523293ffaf6ef243295,0.0,131
"Gourmet Chocolate Gift Hamper Basket - Luxury Assorted Chocolates & Gourmet Treats | Premium Chocolate Hamper | Birthday, ...",5395.0,https://www.amazon.in/dp/B0DKP7HHCZ,amazon,,,,INR,5395.0,5395.0,5395.0,"Gourmet Chocolate Gift Hamper Basket - Luxury Assorted Chocolates & Gourmet Treats | Premium Chocolate Hamper | Birthday, ...",,9651093db8f0176c848c447fd1e79f9f,0.0,132
Luxury Chocolate Gift Hamper with Elegant Basket | Chocolate Gift Hamper,239.0,https://www.amazon.in/dp/B0GCF8HJWH,amazon,,,,INR,239.0,239.0,239.0,Luxury Chocolate Gift Hamper with Elegant Basket | Chocolate Gift Hamper,,baf72deeb149b7dfd5f1d363c90e12cf,0.0,133
"Patchi Luxury Mood Enhancement Chocolate Gift Box 235g, Elegant Artistic Design with Gold Accents and Ribbon, (Product Of ...",7999.0,https://www.amazon.in/dp/B0GVK9G1FJ,amazon,,,235.0,INR,7999.0,7999.0,7999.0,"Patchi Luxury Mood Enhancement Chocolate Gift Box 235g, Elegant Artistic Design with Gold Accents and Ribbon, (Product Of ...",34.04,f39804c03a14f5e431547a96e1924b6a,0.0,134
ASFOODS Precious Forever Handmade Almond Rabbit Box Shape Chocolates Gift Box/Truffle Chocolate Gift Packs/Luxury Chocolat...,235.0,https://www.amazon.in/dp/B0GSF2HC63,amazon,,,,INR,235.0,235.0,235.0,ASFOODS Precious Forever Handmade Almond Rabbit Box Shape Chocolates Gift Box/Truffle Chocolate Gift Packs/Luxury Chocolat...,,e2ee96c8ae87a3e2f46232af4a2c5763,0.0,135
