name,price,rating,reviews,url,source
LEEVE DRY FRUITS Chocochips Cake Twins Chocolate Chips Dark Chocolate Chip Combo 200G,249.0,3.8,,https://www.amazon.in/dp/B01NAYMEFJ,amazon
"Rakhi Gift Set for Brother & Bhabhi,Men,Adult,Younger,Elder Brother – 4 Rakhi Combo with Handmade Chocolates, Almonds & Ti...",679.0,5.0,,https://www.amazon.in/dp/B0FHBHCMBC,amazon
"Bhai Dooj Gift Set for Brother | Dry Fruits (Almond, Cashew, Raisin) & Chocolate Combo with Tilak, Chawal, Greeting Card |...",599.0,,,https://www.amazon.in/dp/B0FPWP5G8D,amazon
"Nutriefoods Premium Tropical Dried Fruit Mix - Blend of Dried Mango, Kiwi, Pineapple, and Oranges (250gm)",342.0,3.8,,https://www.amazon.in/dp/B0CHQQBJGY,amazon
"Rakhi Set of 4 for Brother Family- Super Sweet Premium Pack, RakshaBandhan Gift with Chocolate and Dry Fruit Combo- Premiu...",799.0,5.0,,https://www.amazon.in/dp/B0FFH72J6F,amazon
"Chocolate and Dry Fruit Gift Hamper for Diwali,Employees,Corporate,Clients,Sister,Wedding,Birthday,Anniversary,Return Gift...",379.0,,,https://www.amazon.in/dp/B0FQNPTDJF,amazon
"Rakhi with Dry Fruit and Chocolates for Bhaiya and Bhabhi | Premium Rakhi Set of 2 with Premium Rakshabandhan Gift Hamper,...",849.0,5.0,,https://www.amazon.in/dp/B0D9LM2XSM,amazon
ZOROY LUXURY CHOCOLATE Neel Square Gift Box With Assorted Dry Fruits & Chocolates. Candle Combo Pack for Festive Diwali De...,1656.0,,,https://www.amazon.in/dp/B07XQDZ62G,amazon
"Dry Fruit Hub Dark and White Chocolate Chips Combo 400gms, Dark and White Chocolate Chips Combo Pack,Choco Chips for Cake,...",332.0,3.9,,https://www.amazon.in/dp/B08RJ2TWB5,amazon
"Urban Festivities Rakhi Gift Combo for Brother | 3 Rakhis with 100g Cashews, 100g Almonds & 3 Chocolates | Raksha Bandhan ...",499.0,3.5,,https://www.amazon.in/dp/B0DBJ2YKK2,amazon
"Bhaiya Bhabhi Rakhi Gift Set with Chocolates & Dry Fruits – Rakhi Lumba Combo with Almonds, Cashews, Roli Chawal – Raksha ...",599.0,2.0,,https://www.amazon.in/dp/B0FHDL4DZQ,amazon
Ghasitaram Gifts 5 Part Print Dryfruit Box|Dry Fruit Combo Pack Offer|Dry Fruit Gift Pack|Dry Fruit Box|Diwali Dry Fruit G...,1373.0,4.8,,https://www.amazon.in/dp/B07HYYHPKW,amazon
"""ASM 240 MOMENTZZ Premium Gift Box by The Almond Store | Chocolate Coated Almonds 120g & Black Pepper Cashews 100g | Healt...",450.0,,,https://www.amazon.in/dp/B0FR4R7WNQ,amazon
VT REAL NUTRI Dry fruit And Nut AND chocolate Combo Pack Gift Box/Gift Basket Gift Hamper/for Diwali |Rakhi Christmas | Po...,2248.0,3.0,,https://www.amazon.in/dp/B09BB8NPTM,amazon
Leeve Dry Fruits Brand Chocolates | Combo Pack | Butterscotch Nut Chocolate Coated | Nuts | 200 gram Pack | Chocolate Cove...,499.0,,,https://www.amazon.in/dp/B0B8N66R9N,amazon
Rakhi for Brother and Bhabhi with Gift Combo Set | RakshaBandhan Rakhi Chocolate n Dry Fruit Gift Hamper | Set of 2 Premiu...,799.0,2.0,,https://www.amazon.in/dp/B0D8HZQD9B,amazon
Arome Flavor Perfect Present Box Dry Fruits Combo Pack Gift Box with Healthy Snacks Diwali Gifts for Family & Friends - Fl...,2130.0,5.0,,https://www.amazon.in/dp/B0DH8DXK6V,amazon
LEEVE DRY FRUITS Toffees Packet | Combo | Pista Toffee | Kesar Toffee | 200 Gram Pack | Milk Chocolate Toffee | Celibratio...,459.0,3.0,,https://www.amazon.in/dp/B0B8RYQ2Q2,amazon
Leeve Dry Fruits Brand Chocolates | Combo Pack | Almond Chocolate Coated | Nuts | 200 gram Pack | Chocolate Covered Dates...,649.0,,,https://www.amazon.in/dp/B0B8N4QMW5,amazon
Chocolate Almond Dragees Combo 142g X 2 Jar | Dark & Milk Chocolate Coated Almonds | Premium Dry Fruits | Crunchy Nuts wit...,633.0,,,https://www.amazon.in/dp/B0F3XYRTQV,amazon
"Dry Fruit Hub Choco Chips Sprinkles Combo 450gm, Colour Sprinkles 125gm, Chocolate Sprinkles 125gm, Dark Choco Chips 100g...",300.0,4.0,,https://www.amazon.in/dp/B09M89DGY6,amazon
Leeve Dry Fruits Brand Chocolates | Combo Pack | Dates Chocolate Coated | Nuts | 200 gram Pack | Chocolate Covered Butters...,649.0,,,https://www.amazon.in/dp/B0B8N48YPS,amazon
"Tosca Muso Gold Centre Filled Chocolate Truffles | Milk Chocolate Gift Box | Luxury, Individually Wrapped Chocolates for P...",249.0,5.0,,https://www.amazon.in/dp/B0G6DTLV1L,amazon
WINNI - Super Luxury 2 Bar Pack + 9 Pcs Truffle Chocolate Gift | Belgian Dark Chocolates | Imported Chocolates | Celebrati...,499.0,5.0,,https://www.amazon.in/dp/B0GMWYKDLM,amazon
WINNI - Luxury 12 Pcs Truffle Chocolates Gift Pack | Belgian Dark Chocolates Gift | Handmade Celebration Chocolate Gift Bo...,499.0,5.0,,https://www.amazon.in/dp/B0GPD5GZ6W,amazon
"Fabelle Rocky Road -Luxury Handcrafted Milk Chocolate Bar with Dry Fruits, Crunchy Nuts and Crispies,120g, Premium Milk Ch...",449.0,3.9,,https://www.amazon.in/dp/B07S8NLMH8,amazon
THE DARKLAND Intimate Couple Chocolate | India’s 1st Mood-Lifting Chocolate with Kunafa for Couples |Dark Pistachio Flavou...,599.0,4.3,,https://www.amazon.in/dp/B0F4D3HPHT,amazon
"Gourmet Chocolate Gift Hamper Basket - 8 Items Luxury Assorted Chocolates & Snacks | Premium Chocolate Basket | Birthday, ...",5394.0,,,https://www.amazon.in/dp/B0FT3R1KZY,amazon
WINNI - Luxury Imported 12 Pcs Truffle Chocolate Gift Pack | Belgian Dark Chocolates Gift | Premium Handmade Chocolates Gi...,499.0,5.0,,https://www.amazon.in/dp/B0GSQ9JTW9,amazon
999 Chocolat 70% Organic Dark Chocolate Bar | Bean-to-Bar | Vegan | No Refined Sugar | Gluten-Free | Handcrafted in India...,280.0,3.7,,https://www.amazon.in/dp/B0DS695Z3T,amazon
Chokola Sweet Memories of India Festive Stories Chocolate Hamper -190G |4 Assorted Flavours Chocolate|Luxury Gourmet Choco...,1910.0,4.0,,https://www.amazon.in/dp/B0BLCK8FLK,amazon
Luxury Chocolate Gift Hamper for Birthday & Anniversary | Chocolate Gift Hamper,239.0,,,https://www.amazon.in/dp/B0GCDJSSY2,amazon
"Hugs Ghana Twist Dark Chocolates Jar – Premium Center Filled Dark Chocolate Truffles | Chocolate Gift Pack for Birthday, A...",199.0,3.5,,https://www.amazon.in/dp/B0FNMNFQ6V,amazon
"SMOOR Luxury Couverture Chocolate Box | Premium Chocolate Gift box for Wedding, Festive, Birthday, Anniversary, Gifting & ...",749.0,3.4,,https://www.amazon.in/dp/B0BSXGXB5J,amazon
"Chokola Sweet Memories of India Chocolate Hamper -160G|4 Assorted Flavours Chocolate- Fennel, Chilli, Coconut & Mochca|Lux...",1910.0,4.1,,https://www.amazon.in/dp/B07SLS7P95,amazon
Luxury Chocolate Gift Hamper for Family & Friends | Chocolate Gift Hamper,279.0,,,https://www.amazon.in/dp/B0GCFJT84D,amazon
Luxury Chocolate Gift Basket | Chocolate Gift Hamper,239.0,,,https://www.amazon.in/dp/B0GCFHT1VJ,amazon
WINNI - Luxury 24 Pcs Hazelnut Chocolates Gift Pack | Belgian Dark Chocolates Gift Box | Handmade Celebration Chocolate Gi...,999.0,5.0,,https://www.amazon.in/dp/B0GVHX67FX,amazon
Luxury Chocolate Gift Basket for Festive & Special Occasions | Chocolate Gift Hamper,279.0,,,https://www.amazon.in/dp/B0GCFK5JX9,amazon
"Gourmet Chest Gift Basket - 8-Piece Assorted Chocolates, Cookies, Snacks & Spreads in Chest | Luxury Gourmet Hamper | Corp...",7690.0,,,https://www.amazon.in/dp/B0FTVRL6B1,amazon
ZOROY Luxury Chocolate Vegan Dark Gluten Free Purist Collection Craft Bean to Bar Single Origin Chocolate Bar Pack of 2 x ...,430.0,4.1,,https://www.amazon.in/dp/B07SJFKZYF,amazon
"999 Chocolat 60% & 70% Dark Chocolate (Pack of 2 (140g))| Organic, Handmade Vegan Couverture Bar with Coconut Sugar | No R...",560.0,4.1,,https://www.amazon.in/dp/B0DNSLP127,amazon
"SMOOR Assorted Chocolate Thins, Gourmet Collection, Pack of 10 | Giftings for Celebrations, Festive, Premium Chocolates, W...",199.0,,,https://www.amazon.in/dp/B0FMY86CXL,amazon
"Tosca Muso Gold Centre Filled Chocolate Truffles | Milk Chocolate Gift Box | Luxury, Individually Wrapped Chocolates for P...",598.0,,,https://www.amazon.in/dp/B0G6F38LW5,amazon
"999 Chocolat 60% & 80% Dark Chocolate (Pack of 2 (140g))| Organic, Handmade Vegan Couverture Bar with Coconut Sugar | No R...",570.0,5.0,,https://www.amazon.in/dp/B0DNSM91LK,amazon
WINNI - Luxury 12 Pcs Belgian Truffle Chocolates Gift Pack | Imported Dark Chocolates Pack | Handmade Celebration Chocolat...,499.0,5.0,,https://www.amazon.in/dp/B0GQ9549MY,amazon
Ruchoks Almond Praline Chocolate | Premium Dry Fruit Chocolate | Crunchy Almond Treat | 10 Pieces Gift Pack | Luxury Choco...,325.0,3.0,,https://www.amazon.in/dp/B0FK4TSBPQ,amazon
ZOROY Luxury Chocolate Truffle Signature Gold Gift Box With Pack Of 20 Assorted Milk & Dark Chocolates - 240 Gms For Celeb...,799.0,3.8,,https://www.amazon.in/dp/B0154EHCAC,amazon
ASFOODS Precious Forever Handmade Almond Rabbit Box Shape Chocolates Gift Box/Truffle Chocolate Gift Packs/Luxury Chocolat...,235.0,,,https://www.amazon.in/dp/B0GSF2HC63,amazon
"Ferrero Rocher Moments Chocolate, 58 gm",179.0,,,https://www.amazon.in/dp/B0GQ96521X,amazon
Al-Nuaim | Chocolate Musk Eau De Parfum | Luxury Scent with Long Lasting Fragrance for Men & Women | 100ml,399.0,5.0,,https://www.amazon.in/dp/B0FP2J8XHH,amazon
"999 Chocolat 70% Premium Dark Chocolate Bar (Pack of 1 (70g)) Organic Dark Chocolate No Refined Sugar, No Preservative, No...",280.0,4.6,,https://www.amazon.in/dp/B0CNKH5M66,amazon
"Patchi Luxury Mood Enhancement Chocolate Gift Box 235g, Elegant Artistic Design with Gold Accents and Ribbon, (Product Of ...",7999.0,,,https://www.amazon.in/dp/B0GVK9G1FJ,amazon
Barquillo Premium Pistachio Coated Chocolate Pouch - 10 Pcs (200 gm) | Pista Cream Filled Biscuit Roll imported | Dubai co...,605.0,4.1,,https://www.amazon.in/dp/B0CJ9NGNTY,amazon
"999 Chocolat 70% Dark Chocolate Bar – (Pack of 3 (210g)) Organic Cocoa Dark Chocolate, Pure Couverture Chocolate, No Refin...",840.0,4.6,,https://www.amazon.in/dp/B0FB9G74YG,amazon
Luxury Chocolate Gift Hamper with Elegant Basket | Chocolate Gift Hamper,239.0,,,https://www.amazon.in/dp/B0GCF8HJWH,amazon
"PUREHEART Valentine’s Day Gift Hamper for Him & Her | Premium Dry Fruits Gift Box with Fruit & Nut Mix, Salt & Sweet Nutmi...",599.0,4.3,,https://www.amazon.in/dp/B0D7VVFKKD,amazon
"Gourmet Chocolate Gift Hamper Basket - Luxury Assorted Chocolates & Gourmet Treats | Premium Chocolate Hamper | Birthday, ...",5395.0,,,https://www.amazon.in/dp/B0DKP7HHCZ,amazon
"PUREHEART Valentine’s Day Gift Hamper for Him & Her | Premium Dry Fruits Gift Box with Fruit & Nut Mix, Salt & Sweet Nutmi...",649.0,4.4,,https://www.amazon.in/dp/B0D7CQ5BBW,amazon
DAEMONIC - Perfume for Women | Long Lasting EDP | Floral Fruity Luxury Fragrance | Premium Daily Wear Scent | Fine Perfume...,300.0,,,https://www.amazon.in/dp/B0GW3887S3,amazon
"Luxury Assorted Celebration Bonbons – 18 pcs Gift Box with Gianduja, Salted Caramel & Mango Raisins – Ideal Birthday, Than...",1250.0,5.0,,https://www.amazon.in/dp/B0B5V5PLTQ,amazon
"SMOOR Celebration Box of 14 (300gm) | Luxury Gift Hamper For Gifting & Special Occasions, Birthdays, Anniversary, Wedding,...",523.0,4.2,,https://www.amazon.in/dp/B08QPPMD1H,amazon
